transaction_id,timestamp,account_id,merchant,location,amount,currency,device_type,transaction_type,is_anomaly
c6fa04ea-8e88-4a0b-b3bb-25e2cc45d04e,2025-04-21T15:30:11,30629426,Rivera-Carter,Peggystad,35.59,ZAR,POS,Transfer,0
60d63d44-83b8-4417-bf70-10427f38948d,2025-05-04T18:21:17,33752908,Rivas-Cannon,Port Robertstad,309.81,ZAR,Mobile,Purchase,0
fca8e855-1a30-46c8-a2de-9a17c2d3bae0,2025-04-18T01:36:08,45499779,Payne-Becker,West Stephanieport,100.96,ZAR,Web,Withdrawal,0
555d19c7-e69f-4c27-a2b9-ba04a89ad5c3,2025-01-03T18:47:24,85771846,Reid-Hughes,Johnhaven,240.04,ZAR,POS,Transfer,0
1a943776-c888-4473-b409-34dbe3f67497,2025-06-06T01:15:44,17288555,"Ballard, Young and Mcdonald",North Brandy,108.98,ZAR,POS,Withdrawal,0
c2d4b012-53ce-4d62-8c4e-67cdd60cfcb3,2025-02-05T06:59:17,53825075,Hawkins Ltd,New Cindyburgh,39.33,ZAR,Web,Withdrawal,0
a533514f-40b5-4508-bad9-4a92a2d53658,2025-03-27T05:04:48,85762747,Vaughn LLC,Sosachester,68.53,ZAR,POS,Transfer,0
32f131ab-9e47-42be-b54e-3b2b5e9704ef,2025-02-04T05:16:45,11552925,Lara Group,Jasonborough,70.51,ZAR,Web,Withdrawal,0
2d04d6a9-1e01-4cd5-865c-551d7c7c79b0,2025-04-15T03:45:34,94356973,Wilson-Norman,North Josephville,37.04,ZAR,POS,Purchase,0
dc5bd5a8-5398-446a-89b7-b6936f0b8073,2025-01-29T06:46:50,23612850,Patterson-Dunn,Port Ashley,4.49,ZAR,Mobile,Transfer,0
33c024a6-bc51-4eb5-98d5-ef099dde2aa8,2025-01-09T21:40:27,96771241,Fuentes and Sons,Port Michael,21.67,ZAR,POS,Transfer,0
f1ba0df1-1fa7-4d26-9e66-409bd9717c03,2025-01-23T12:14:55,67489218,Meza and Sons,Cortezhaven,14.89,ZAR,Web,Purchase,0
21681c0f-b030-4ddb-a9b5-24ddf1eb72f5,2025-04-24T11:40:46,33203918,Smith LLC,South Justin,31.2,ZAR,Mobile,Purchase,0
c495c84f-19df-4328-9961-7937959d5829,2025-01-13T09:36:42,78995597,Matthews-Thomas,Reginaldside,28.72,ZAR,Mobile,Withdrawal,0
252fa0d4-e850-42ed-8132-803d3b8c0f38,2025-05-10T14:12:05,26010277,"Miller, Singh and Gregory",Martinburgh,156.69,ZAR,POS,Transfer,0
e9e60121-fa11-4555-af0c-ebf067a5ca5a,2025-01-08T06:12:31,26078395,"Martinez, Palmer and Kelly",South Alejandrotown,152.67,ZAR,Web,Withdrawal,0
98d2f8cd-a92c-49ea-8248-19beb90b6059,2025-05-07T15:28:48,56157622,Harris-Jones,Port Jamesport,28.27,ZAR,Web,Transfer,0
6ad06b30-c343-49ab-9b98-6704eea2f450,2025-05-14T18:32:03,43113371,"Hernandez, Fernandez and Williams",East Lisa,190.1,ZAR,Web,Transfer,0
ad9217f4-5b70-4a84-94e4-96c678882343,2025-03-17T16:12:49,58049340,Garcia-Richardson,Makaylahaven,168.99,ZAR,Mobile,Transfer,0
b290007e-15fc-45c9-a8d1-91947229299b,2025-01-06T07:29:16,81373160,Murphy-Wiggins,Port Nicholas,109.42,ZAR,Mobile,Purchase,0
169a694a-e4f8-49cb-b6e4-e4c6a43e3baf,2025-02-14T07:05:08,82108680,Mccormick-Wallace,Coleside,15.31,ZAR,POS,Purchase,0
552251a9-b338-4767-98cd-e74c7782c22d,2025-06-09T11:24:16,58010571,Klein Inc,Ramirezshire,21.3,ZAR,POS,Purchase,0
10ac84bf-0aed-424e-9e6d-d0c1878bc771,2025-03-01T05:47:29,92971207,Torres LLC,New Grant,29.8,ZAR,POS,Withdrawal,0
37ca50f5-fce9-4293-a83d-5d253eae18ce,2025-06-09T13:20:32,89720792,"Robinson, Henry and Garcia",Lake Cynthiaport,8.64,ZAR,Web,Withdrawal,0
7fa5f7b7-ea99-425b-9fb0-48d6e19a3c06,2025-06-03T12:31:25,98922487,Fuller-Santiago,West Beth,104.61,ZAR,Web,Withdrawal,0
7d7ac14c-d239-4223-81fc-6e14edc07cd6,2025-05-18T00:14:25,99463065,"Meyer, Carrillo and Williamson",New Christopherburgh,37.58,ZAR,Mobile,Purchase,0
eaa9958d-f3d1-426e-8146-a6a527064aaf,2025-05-31T10:14:40,20299107,Johnson-Jordan,Williamsonbury,53.3,ZAR,Mobile,Withdrawal,0
8d21144b-3469-4f4d-b85b-1e45c77821eb,2025-05-20T09:50:02,91748041,"Lee, Montgomery and Johnson",Peterville,28.38,ZAR,Mobile,Transfer,0
b38cea86-5b32-43b5-93c9-8e7c2061a9de,2025-06-03T07:40:31,69001260,"Nielsen, Thompson and Douglas",Karenview,68.59,ZAR,POS,Purchase,0
20da96de-9374-40e2-a94a-dedf9d197ba1,2025-02-27T14:53:51,41586817,"Morrison, Ward and Barrett",Jonesburgh,714.01,ZAR,Web,Purchase,0
2051e775-b042-4a9e-81e4-97a2acc37cb4,2025-01-01T02:13:54,39176246,Cox-Jones,Thomasville,8.01,ZAR,Mobile,Purchase,0
330a236f-2af2-455a-bece-1f2d33ed3d00,2025-04-24T05:40:16,78430586,Black-Garcia,Lake Andrew,9.58,ZAR,Web,Transfer,0
cb396c16-b2e7-4bf2-86bd-10a13b89f5a5,2025-01-04T21:39:24,39749463,Medina LLC,South Christopherfurt,3.91,ZAR,Web,Transfer,0
2741e296-96a1-4b44-a14e-a36cf982a614,2025-02-06T06:46:08,79513777,Chavez PLC,Meyerchester,350.37,ZAR,POS,Withdrawal,0
540e1428-1140-4d33-ae6a-ccfa21d18835,2025-03-24T18:23:31,25792550,Murphy-Cross,New Glen,157.43,ZAR,Web,Withdrawal,0
96758bff-4ace-43fb-a6db-4245443ba71c,2025-04-07T04:02:12,68445356,Mccormick Ltd,East Seanberg,124.94,ZAR,POS,Transfer,0
9377f464-7f3b-434b-a61b-7819b8012726,2025-06-06T07:07:54,21291967,"Cameron, Mcdaniel and Kaiser",North Mark,151.36,ZAR,Mobile,Withdrawal,0
c92dbaeb-cf15-477c-916d-81abd60c6aef,2025-06-20T09:32:19,21348631,Hudson PLC,South Christinafort,114.74,ZAR,Web,Withdrawal,0
55fbd979-02db-4eaa-a30f-1ae2bfda9e80,2025-06-15T00:49:26,90685425,"Miller, Ray and Sanchez",Port Erin,1.27,ZAR,Mobile,Purchase,0
1def5e74-482b-45f3-bbb7-cb50dd8ddbf0,2025-04-09T00:02:17,23818699,Friedman Group,East Christinaville,49.88,ZAR,POS,Purchase,0
3cd37742-43cc-49f2-9069-b4f70c0c0719,2025-05-16T08:52:27,55888384,Brown-Jenkins,South Mary,3.15,ZAR,Mobile,Transfer,0
3fa30f71-e2ef-4a9d-adb5-2f753dac6a13,2025-01-27T21:37:57,88698671,"Long, Hartman and Jones",Gonzalezside,10124.87,ZAR,Unknown,Transfer,1
d2c64740-82f6-4036-a9cb-885bca2e7428,2025-06-03T06:55:37,12951916,Robinson LLC,Barbarachester,82.53,ZAR,Web,Transfer,0
6bb5691b-a0d5-4088-9f69-e33206c4d23e,2025-06-03T12:59:05,32983346,"Watson, Warner and Cain",Lake Tonyside,111.63,ZAR,Web,Purchase,0
2d074528-4d19-4c62-896b-eb219cfb68af,2025-03-24T21:36:29,66563296,"Stark, Gomez and Richards",North Christian,4.14,ZAR,Mobile,Purchase,0
0306eb74-8f67-44eb-968e-27a1212beac0,2025-01-18T14:11:49,89197097,Rios LLC,Andrewview,59.29,ZAR,Web,Purchase,0
8b7d756a-3386-437c-8b48-37d45907dee4,2025-04-20T02:06:37,74698273,Thompson and Sons,West Kyle,239.07,ZAR,Mobile,Transfer,0
eb412348-9771-4ec4-bf03-d64fc899fc2a,2025-01-04T04:11:08,42699448,Salazar-Woods,Christinatown,53.36,ZAR,Web,Transfer,0
97e8c412-2480-4276-a052-55e8604c9ddb,2025-05-30T23:00:40,93715579,Thompson-Oconnor,Pamelaland,33.06,ZAR,Web,Transfer,0
f6702be6-f6b1-4b9f-9794-abcc35aed15d,2025-05-03T11:57:37,98757944,"Robinson, Valenzuela and Mckinney",Barkerburgh,49.34,ZAR,Web,Withdrawal,0
8d1c39fe-8d67-485b-bbe9-c64ae4bcdcad,2025-04-14T18:57:54,61218663,Stephens-Navarro,Michaelton,20.13,ZAR,Web,Withdrawal,0
a17ec7c4-dc16-44bb-a31b-c1a99079a731,2025-02-17T21:18:54,41575208,"Greene, Frazier and Arellano",West Brettton,14.01,ZAR,Web,Transfer,0
c9f2f93f-889f-4bbf-a374-c11a9db19c11,2025-02-28T08:47:37,93369212,Heath and Sons,West Richardmouth,81.48,ZAR,POS,Purchase,0
1281780e-30a7-4fdb-8b8e-fe03a74d7e09,2025-02-21T10:25:39,95657414,Cunningham and Sons,Riverabury,118.31,ZAR,POS,Withdrawal,0
70d1418c-cb15-4b4c-9f9b-8d26a9efbe92,2025-02-19T20:11:15,94908647,"Martinez, Gray and Schultz",North Samantha,146.96,ZAR,Mobile,Purchase,0
0da29c82-5bd5-435f-97d7-d23c0b4f9067,2025-05-29T21:44:23,62479460,Parrish-Kramer,Joannaburgh,27.71,ZAR,POS,Withdrawal,0
a420252e-83c1-46ad-8c1d-3164947274fc,2025-03-14T23:35:13,77524179,Young Group,Davidtown,20.97,ZAR,POS,Withdrawal,0
35544eea-e85f-4b2b-a679-7dd7edb61ea2,2025-03-10T15:16:28,17953321,Jones-Ortiz,Lake Christophershire,113.33,ZAR,Mobile,Transfer,0
e480ab3e-7b3c-41a6-8081-d004693834a9,2025-05-29T10:08:11,62109082,"Patterson, Rosales and Lewis",Powersstad,50.43,ZAR,Mobile,Withdrawal,0
f27d1987-efe2-4278-b3ed-bd66d2a606f6,2025-02-05T03:38:11,21084378,Moreno-Elliott,West Kara,58.41,ZAR,Mobile,Purchase,0
d87495dc-36c0-4a28-9964-68a4eac560f9,2025-03-12T00:19:59,52305860,Bailey-Stokes,Lake Katrinaview,172.83,ZAR,POS,Transfer,0
358e64be-182d-4485-ad5a-d70f90c76765,2025-03-04T00:54:29,83107509,"Sheppard, Young and Watson",Lake Annette,139.36,ZAR,POS,Withdrawal,0
f266bb1c-406a-4771-9490-b1e64cba7bea,2025-04-25T13:10:53,87576996,"Wallace, Herrera and Brock",Kimberlyton,33.63,ZAR,POS,Withdrawal,0
91086a0c-f4cc-4d60-b5b7-00d3bbc91c5d,2025-05-10T21:17:04,21301516,"Reese, Armstrong and Ferguson",Davismouth,87.56,ZAR,Web,Transfer,0
dfb5717e-db79-43df-8567-a3fe2219e5da,2025-04-30T08:17:44,96794104,Hall and Sons,East Rachel,159.91,ZAR,Mobile,Purchase,0
46dbab4f-7248-4482-9074-53e4ab99a7d8,2025-06-02T20:38:14,84873817,Mendez-Meyer,Fergusonstad,138.74,ZAR,Mobile,Withdrawal,0
bb25cece-bffa-4308-91b1-3177664f9638,2025-04-27T16:56:51,51520617,Miller PLC,South Aliciafort,19.53,ZAR,Mobile,Transfer,0
9d5f9249-cceb-424a-ad9c-082209fba488,2025-01-22T23:46:57,32019262,"Mitchell, Brooks and Sanchez",Deleonburgh,38.28,ZAR,Web,Transfer,0
150e65d5-4f5e-480e-a5ef-01623f8bc401,2025-03-28T03:00:34,11216814,Lawson-Watson,Port Catherine,121.58,ZAR,POS,Withdrawal,0
2379249c-7231-4991-aa1b-81b312ca484f,2025-03-05T21:31:49,80299161,Pittman-Harris,Millstown,27.46,ZAR,POS,Withdrawal,0
c3541256-39f4-4147-842f-ca2d979d241d,2025-01-07T11:22:39,72882821,"Morse, Jackson and Jones",South Ronald,102.48,ZAR,Web,Withdrawal,0
88670a25-c900-4a5f-af90-34ec75580f3c,2025-03-16T04:39:54,16101859,"Daugherty, Miller and Massey",South Veronica,118.74,ZAR,POS,Transfer,0
94e36c7d-ef5a-4e7a-944c-2d98453be60e,2025-02-11T03:21:32,24015042,Floyd LLC,Smithhaven,188.42,ZAR,Mobile,Transfer,0
0fb51f0e-df1c-40f5-a85b-988b062521ee,2025-03-01T17:34:36,25131933,Anderson Group,Port Richard,90.75,ZAR,Web,Purchase,0
d5364092-96f9-43a8-b299-fa66b370cdab,2025-02-05T02:11:59,78501114,"Chang, Hudson and Peterson",South Jamesmouth,116.23,ZAR,POS,Purchase,0
5396fe5c-26ef-4a8b-87e1-d8b332aed5ff,2025-04-21T19:03:01,66878001,"Christensen, Bradford and Butler",Watsonburgh,30.81,ZAR,Web,Withdrawal,0
a8d17695-8c15-4a4e-ae48-7460b27f512f,2025-05-27T15:13:44,41643078,Medina LLC,New Seth,55.23,ZAR,Web,Withdrawal,0
f972c75a-011b-425b-97a0-58b8ec62bdea,2025-03-11T17:21:50,49669604,"Lynn, Hall and Hernandez",Kaitlinburgh,93.58,ZAR,Mobile,Purchase,0
93ecaa5a-f9e2-4e79-b578-a7597a9f53f4,2025-02-23T12:25:11,79127970,Bell and Sons,East John,55.2,ZAR,Mobile,Purchase,0
2242af0f-06cc-4234-8f4b-78fa8bf56f4f,2025-02-08T12:32:15,83305581,King-Fischer,Mollystad,41092.09,ZAR,Simulated,Purchase,1
660cf026-dcf1-4b73-a903-ae69c13caad3,2025-04-21T08:42:50,98210777,Mclean LLC,Ericksonborough,440.51,ZAR,POS,Purchase,0
19fd7fa6-4240-4d83-a450-676fc32c85a4,2025-03-08T14:28:02,98539384,"Mclaughlin, Kerr and Garcia",South Andrewhaven,363.79,ZAR,Mobile,Transfer,0
d7fb6f4c-fcc6-4c16-a300-46901f6782f5,2025-01-21T10:20:55,48001978,Ramirez LLC,West Theodore,453.56,ZAR,Mobile,Transfer,0
49b3dac8-590d-48eb-8be7-8c749b222cb1,2025-04-23T03:00:15,22404088,Sutton Ltd,East Frank,63.23,ZAR,Web,Purchase,0
e4eb59a5-3a2c-4f11-a22d-2e22c31177c2,2025-02-04T12:53:57,29233097,Blair Ltd,North Courtney,33.65,ZAR,Mobile,Purchase,0
81016d0d-cf69-4221-8ae6-5fc6009d8169,2025-03-04T09:34:18,40340539,Reid-Davis,Masseybury,109.78,ZAR,Web,Purchase,0
28b8bd58-da59-447d-a08a-60ff362153fe,2025-03-21T08:36:30,76839257,Williams and Sons,Andreastad,47.64,ZAR,POS,Transfer,0
58d7009e-9aae-4767-bba0-729dc1d0a92a,2025-05-11T13:22:55,82012484,Christensen and Sons,Dillonville,37.83,ZAR,POS,Withdrawal,0
f5b98098-6f3d-4c20-aca3-ea32e025ea19,2025-01-07T11:14:07,76528810,"Solis, Armstrong and Williams",Angelabury,37.87,ZAR,Mobile,Purchase,0
5fc01a23-fc50-4861-abd3-fa499f1db554,2025-04-17T01:48:25,13487167,Pierce LLC,New Williamport,137.86,ZAR,POS,Purchase,0
084e3e23-cb9a-4603-bfe5-69fd06731b7d,2025-01-10T09:54:40,24676902,"Anderson, Horton and Sanchez",West Lukebury,11.17,ZAR,Web,Withdrawal,0
5ae74b2a-90bd-4fc1-b0e1-e602262bdd2b,2025-05-31T13:44:33,18687288,"Armstrong, Simpson and Edwards",South Elizabethberg,61.19,ZAR,POS,Transfer,0
a861107d-2be6-41a5-9bc4-342cb9228b20,2025-01-12T00:49:36,17807722,Osborn-Carlson,North Tyler,152.02,ZAR,Web,Transfer,0
19763d69-e5b0-4691-a61c-a409c5d2dbe2,2025-02-16T04:19:13,58777206,Leon Ltd,East Dorothy,79.77,ZAR,Mobile,Withdrawal,0
1cda77cf-83ef-460d-b26c-c3b20613bcde,2025-05-21T11:01:05,51341688,Hill-Myers,Jacksonton,31.66,ZAR,Mobile,Purchase,0
c17fa3e6-5b71-4eb1-a195-06b626cd450f,2025-03-29T13:22:22,34451953,Fletcher PLC,Andersonstad,41.92,ZAR,Mobile,Purchase,0
01c6ebf6-24e9-4911-a2d1-b048e5f6e2d1,2025-02-25T19:25:57,80393439,Walker Group,Arnoldland,26.43,ZAR,Mobile,Purchase,0
833f86e8-06ad-4c22-8597-880df7a34b38,2025-03-02T08:46:36,51566485,Rodriguez PLC,West Rebecca,57.45,ZAR,POS,Transfer,0
7c53eccb-4b80-46fe-a24a-ffa18de1ac1e,2025-02-19T14:20:32,32878703,Haas-Brown,Martinezstad,44.07,ZAR,Web,Purchase,0
3182a4ba-16d1-46d0-98ac-575b291e4e2e,2025-05-31T14:00:55,43125090,Spencer Group,West Joseph,164.2,ZAR,Web,Withdrawal,0
6a201583-93db-4094-ac4e-ddf448bba5ba,2025-05-26T09:36:05,37738105,"Santos, Fernandez and Martin",South Williamshire,98.42,ZAR,Mobile,Transfer,0
302d8d14-1a91-4c92-bdd6-8e593f23ccb5,2025-04-25T12:28:33,86137615,Mathis Group,Courtneyshire,28.83,ZAR,POS,Transfer,0
e8e1e5b4-8ebb-49cb-bd85-e78c2f702777,2025-03-10T03:18:57,67135133,"Browning, Woods and Thompson",West Kenneth,68.48,ZAR,POS,Withdrawal,0
5525c2a0-a0e0-4876-90ba-0b5e22bca961,2025-03-28T12:07:57,60155369,Stephens-Guzman,Port Reneeton,4.51,ZAR,Mobile,Transfer,0
1a7b9e72-dbc2-4b80-be20-634196deaa2e,2025-05-29T09:03:38,67169046,"Garcia, Mclaughlin and Buchanan",Danielside,2.92,ZAR,Web,Withdrawal,0
64838026-e899-40e8-ad16-9d9e656177eb,2025-05-09T07:53:26,40407354,Peterson and Sons,North Dylan,76.26,ZAR,Mobile,Transfer,0
2b11d46a-e2d3-4114-abe0-4a160682cd2a,2025-06-08T03:07:01,66447615,"Brown, Smith and Kelly",Lake Sherylbury,23.61,ZAR,Mobile,Transfer,0
a93b58c7-16a5-413d-9a27-9904b26f4018,2025-04-20T13:40:10,19627662,Garcia PLC,Guzmanchester,48.86,ZAR,Web,Transfer,0
e0f327c8-c588-448f-8d5f-7fd1ad7190ee,2025-01-24T17:25:19,77526250,Bates-Henry,Port Peterview,145.29,ZAR,Mobile,Transfer,0
46a90517-4cfe-4af2-ac74-bc03b3a7d55b,2025-01-29T23:53:11,58987292,Sanchez-Howell,Singletonborough,123.93,ZAR,Mobile,Purchase,0
ad12028e-3ae0-4901-ab3c-cb6669126561,2025-02-28T11:45:25,15957990,"Jennings, Smith and Davidson",Port Gary,154.27,ZAR,Web,Purchase,0
c5f83fac-f162-433a-a2ca-85346ab49cc9,2025-02-18T06:44:36,14746712,Brooks-Thomas,Port Tiffanyburgh,113.04,ZAR,POS,Transfer,0
46ca6302-767a-4229-8f81-02a5a8c31cdb,2025-02-16T20:32:33,76418966,"Stewart, Wilkins and Baker",East Hannah,128.58,ZAR,POS,Purchase,0
23fbf259-7ee3-4574-bf10-96126e17c518,2025-01-30T17:05:41,29298665,"Nguyen, Burton and Lyons",Codybury,18.29,ZAR,POS,Purchase,0
caab0a52-281a-4f69-9aa0-e760551826b1,2025-04-11T09:32:50,64847325,Mata-Olsen,Lake Courtney,277.68,ZAR,Web,Transfer,0
ce248127-25d3-45d6-bbe7-9f0c94cae75c,2025-01-09T22:55:29,38201811,Silva-Ingram,Port Jacob,89.73,ZAR,POS,Transfer,0
b91d0b8a-7db2-4874-a328-2a533d8fdc07,2025-05-11T20:29:58,29795911,Perry-Turner,Greenborough,72.12,ZAR,Web,Transfer,0
18d9b2f8-23ec-4230-9881-131828d50b3a,2025-04-10T16:52:07,56458168,Doyle and Sons,North Todd,6.21,ZAR,Web,Withdrawal,0
801983c1-da79-4b77-903e-a7529e461831,2025-05-22T02:41:25,26652149,"Hansen, Hayes and Ford",Gillshire,152.88,ZAR,POS,Transfer,0
364e2536-b720-4e55-b66f-b7854bf4b238,2025-04-14T21:19:19,85384359,Perkins Inc,Michellefurt,43.2,ZAR,POS,Transfer,0
33cdde0e-a2b1-4819-a9ea-ca1d3d87f014,2025-03-11T05:44:18,67896577,Lee Inc,Lake Jesus,72.92,ZAR,POS,Withdrawal,0
67504843-594e-40c5-898f-fbc46addb5bf,2025-02-28T21:18:10,62090022,Garcia-Roberson,Jesseport,70.51,ZAR,Mobile,Purchase,0
2780b440-3190-48b2-a56d-5461d4c64a5a,2025-04-08T10:27:00,52575724,Massey-Jackson,West Victoria,1.93,ZAR,Web,Withdrawal,0
971d37c0-544e-485f-8863-c98cc0fbbc70,2025-01-20T18:04:41,69958368,Miller-Henry,Port Michael,264.71,ZAR,Web,Withdrawal,0
1d64999e-958b-4621-85f8-2c25860bbea0,2025-02-07T18:34:14,89046704,"Garcia, Baker and Owens",Gibsonshire,3.91,ZAR,POS,Transfer,0
0ab3d38b-f2f3-418f-8fb2-8bc074a386c9,2025-05-05T12:09:49,63373527,Ward-Mayer,Jesseland,9.66,ZAR,Web,Transfer,0
43cbf017-afa0-4910-8953-2473c127cc31,2025-01-12T01:22:26,60780457,Price Group,Parkside,29.06,ZAR,Mobile,Transfer,0
72137726-d83c-4384-81ba-b76971b68478,2025-05-16T20:26:07,88256086,"Jenkins, Edwards and Hall",Mcdonaldport,25.78,ZAR,POS,Purchase,0
f941a832-99f3-47a2-acae-f341a8468b29,2025-01-22T21:32:04,91927264,Miller LLC,West Jeremy,101.04,ZAR,Web,Transfer,0
a0f9dac6-f819-4f6a-b201-821bc30ee3f3,2025-06-02T07:51:32,60082523,Pace-Robinson,Ramosbury,67.4,ZAR,Web,Purchase,0
44082ccc-5486-4fcb-a11e-115352d1f710,2025-03-25T08:15:14,83376449,Simmons Group,Port Amanda,86.71,ZAR,Web,Purchase,0
938bf1ca-6736-40b0-af09-9c68c20bcdb3,2025-05-23T15:47:20,68449944,"Benson, Carr and Powell",East Caseybury,42,ZAR,POS,Transfer,0
69d70c51-0527-450d-a8e0-bcc5c53e9500,2025-03-01T09:09:03,49986350,Marshall PLC,Rickview,147.85,ZAR,Web,Withdrawal,0
cc34d956-eb75-4667-a4e4-dd1b8e0489d7,2025-05-09T02:00:04,36102397,Hardin LLC,Lesliebury,300.05,ZAR,POS,Purchase,0
7bcad0d3-31b9-4a31-a5eb-2e6831327228,2025-06-15T07:59:42,16684659,Mueller-Hensley,Jameston,55.92,ZAR,POS,Transfer,0
26dfcb73-712c-496c-b4e6-327350fd5738,2025-01-22T14:49:59,19068200,"Green, Anderson and Sims",East Cindy,200.3,ZAR,POS,Purchase,0
c4a63ffe-d9a2-4b57-951c-4edcc74f1517,2025-05-21T07:05:13,25905761,"Silva, Allen and Moore",Thomaschester,9.58,ZAR,Mobile,Withdrawal,0
61259a84-794e-4276-92ce-c6acff3ef181,2025-05-27T17:42:40,16564819,Rodriguez-Khan,Claytonmouth,180.48,ZAR,Mobile,Transfer,0
d39ab86b-3f70-4941-bbc0-12713b0dbb36,2025-01-10T01:34:59,48515003,Cooper PLC,West Aliciahaven,1.21,ZAR,POS,Withdrawal,0
2ec35b49-a35e-4300-befc-35188eb3d9a2,2025-05-29T08:29:38,25126429,"Anderson, Rivas and Page",West Amyland,253.63,ZAR,Web,Transfer,0
c177f88c-b256-453a-8624-8b485dff0ca5,2025-06-19T00:25:15,40890556,Blake-Diaz,Williamsfort,18.5,ZAR,POS,Withdrawal,0
2ec09906-40c1-42f1-9a81-bd1bbe85f995,2025-05-21T17:15:59,65132087,Jefferson-Bailey,Allisonview,41.74,ZAR,Web,Transfer,0
ba82cef2-0d74-41d7-b686-342c22988fbb,2025-06-03T22:15:40,55362414,"Williamson, Mendoza and Mitchell",West Mario,37.57,ZAR,Web,Transfer,0
35e8c84f-04b4-42d9-8201-5b1574589265,2025-05-25T12:11:54,46087659,"Tran, Wells and Manning",Bowersmouth,28.42,ZAR,Web,Transfer,0
5e3e774a-9c35-429e-912b-e583b59b1bde,2025-03-24T08:57:12,97510247,"Wallace, Howard and Fowler",East Duanefurt,32278.08,ZAR,Unknown,Purchase,1
f3201b60-e33a-4f84-9d39-09f62a0b6157,2025-01-27T01:41:55,98470420,"Whitehead, Morgan and Ross",North Timothy,43.17,ZAR,POS,Purchase,0
60d684bc-90c1-4bda-9e51-e40ed897038b,2025-03-03T02:30:54,52993852,Serrano-Morales,Port Madisonville,131.49,ZAR,Mobile,Withdrawal,0
65fe427b-0c70-4e76-b11c-ffb5044381a6,2025-06-13T20:16:22,49354001,"Mitchell, Baker and Wilson",East Laurachester,72.62,ZAR,Web,Withdrawal,0
a2ecbd95-cd83-4d14-8def-fef5f2b24fff,2025-05-29T16:35:26,64805148,Deleon Ltd,Williamville,53.26,ZAR,Web,Withdrawal,0
9cb83944-f8fd-4438-a589-f4fede8cd2fc,2025-05-06T02:11:14,82483907,Olson-Villarreal,Potterchester,64.1,ZAR,Web,Purchase,0
ecac8a5d-a4be-47fe-8ef0-f88409431542,2025-05-09T21:59:12,11221900,"Wilson, Miller and Mcdonald",West James,79.6,ZAR,POS,Withdrawal,0
35e04754-bacb-492e-81e0-b8d6d963c0b3,2025-04-05T10:36:32,10483879,"Christensen, Foley and Brock",Lyonshaven,30.83,ZAR,Web,Transfer,0
395cf4ab-f416-47c6-9562-db2c66dfb6a4,2025-02-23T15:08:22,71397294,"Davidson, Brewer and Brandt",New Brian,305.37,ZAR,Mobile,Withdrawal,0
fb40e484-f00c-40da-b96d-9d50d179af97,2025-01-24T12:44:07,31007708,Mcpherson-James,Herreramouth,111.98,ZAR,Web,Transfer,0
bd332f25-8bb1-4088-a82f-9ba3fc896c09,2025-01-13T06:36:24,98447996,"Harding, White and Davis",Vanessatown,48.31,ZAR,Web,Withdrawal,0
